unique_key,source,Name,Provider,StreetAddress,City,ZipCode,State,Country,Whitespace,Area,YearBuilt,Power,Scale,Certifications,URL,Power_Standardized,Area_Standardized
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/600-780-south-federal/,datacentermap,600 S. Federal St. (ORD11),Digital Realty,600 South Federal Street,Chicago,,Illinois,USA,"162,000 sq.f.","13,600 sq.f.",1910,2.4 MW,,"Tier 3, DSS PCI Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/600-780-south-federal/,2.4,162000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/evoque-chi1/,datacentermap,,,,,,,,,,,,,,https://www.datacentermap.com/usa/illinois/chicago/evoque-chi1/,,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/2200-busse-road/,datacentermap,2200 Busse Road (CH1),Digital Realty,2200 Busse Road,Elk Grove Village,60007,Illinois,USA,"262,900 sq.f.","485,000 sq.f.",2007,36.4 MW,,"DSS PCI Certified, ISO27001 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/2200-busse-road/,36.4,485000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/iron-mountain-chi-1/,datacentermap,Iron Mountain Data Centers CHI-1,Iron Mountain Data Centers,1680 Touhy Avenue,Des Plaines,60018,Illinois,USA,"315,000 sq.f.",,2024,36 MW,Multi-tenant (data centers only),BREEAM Certificaton,https://www.datacentermap.com/usa/illinois/chicago/iron-mountain-chi-1/,36.0,315000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/chicago-i/,datacentermap,Stream DC Chicago I,Stream Data Centers,2080 Lunt Avenue,Chicago,60007,Illinois,USA,"126,689 sq.f.","70,000 sq.f.",,15 MW,Hyperscale,"ISO/IEC 27001, PCI DSS, HIPAA, SSAE 18 (SOC 1 Type II)",https://www.datacentermap.com/usa/illinois/chicago/chicago-i/,15.0,126689.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/9377-grand-avenue/,datacentermap,9333 Grand Avenue (ORD12),Digital Realty,9333 Grand Avenue,Franklin Park,60131,Illinois,USA,"56,700 sq.f.","124,700 sq.f.",1991,6.7 MW,,"DSS PCI Certified, ISO27001 Certified, LEED, ISO9001 Certified, ISO14001 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/9377-grand-avenue/,6.7,124700.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/digital-realty-chicago-ord14/,datacentermap,9377 Grand Ave (ORD14),Digital Realty,9377 Grand Ave,Franklin Park,60131,Illinois,USA,"66,100 sq.f.","179,000 sq.f.",,12.8 MW,,"DSS, PCI Certified, ISO27001 Certified, LEED, ISO9001 Certified, ISO14001 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/digital-realty-chicago-ord14/,12.8,179000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/digital-realty-chicago-ord13/,datacentermap,9355 Grand Ave (ORD13),Digital Realty,9355 Grand Ave,Chicago,60131,Illinois,USA,"110,800 sq.f.","292,000 sq.f.",,19.8 MW,,DSS PCI Certified ISO27001 Certified ISO9001 Certified ISO14001 Certified SOC 1 Type II Certified SOC 2 Type II Certified SOC 3 Type 2 Certified,https://www.datacentermap.com/usa/illinois/chicago/digital-realty-chicago-ord13/,19.8,292000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/chicago-ii/,datacentermap,Stream DC Chicago II,Stream Data Centers,1925 Busse Road,Elk Grove Village,60007,Illinois,USA,"226,000 sq.f.","208,000 sq.f.",2021,32 MW,,,https://www.datacentermap.com/usa/illinois/chicago/chicago-ii/,32.0,226000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/505-north-railroad-avenue/,datacentermap,505 N. Railroad Avenue (ORD23),Digital Realty,505 North Railroad Avenue,Northlake,60164,Illinois,USA,"220,000 sq.f.","251,000 sq.f.",1972,11 MW,,"DSS PCI Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/505-north-railroad-avenue/,11.0,251000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/1400-east-devon-avenue/,datacentermap,1400 East Devon Avenue (CH3),Digital Realty,1400 East Devon Avenue,Elk Grove Village,60007,Illinois,USA,"305,000 sq.f.","139,000 sq.f.",2017,27 MW,,"DSS PCI Certified, ISO27001 Certified, LEED Gold, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/1400-east-devon-avenue/,27.0,305000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/centersquare-chicago-ord1-d/,datacentermap,Centersquare - Chicago ORD1-D,Centersquare,350 E Cermak Rd,Chicago,60616,Illinois,USA,"12,528 sq.f.","9,403 sq.f.",,1.35 MW,,"Tier Design Tier 3, DSS PCI Certified, ISO27001 Certified, SOC 1 Type I Certified, SOC 2 Type II Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/illinois/chicago/centersquare-chicago-ord1-d/,1.35,12528.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/2299-busse-road/,datacentermap,2299 Busse Road (CH2),Digital Realty,2299 Busse Road,Elk Grove Village,60007,Illinois,USA,"336,000 sq.f.","336,000 sq.f.",,25.6 megawatts,,"DSS PCI Certified, ISO27001 Certified, LEED Silver, SOC 1 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/2299-busse-road/,,336000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/9401-west-grand-avenue-ord15/,datacentermap,9401 West Grand Avenue (ORD15),Digital Realty,9401 W Grand Ave,Chicago,60131,Illinois,USA,"204,100 sq.f.","204,100 sq.f.",,No data supplied by Digital Realty,,ISO27001 Certified,https://www.datacentermap.com/usa/illinois/chicago/9401-west-grand-avenue-ord15/,,204100.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/2425-2553-edgington-street-ord22/,datacentermap,2425-2553 Edgington Street (ORD22),Digital Realty,2425-2553 Edgington St,Chicago,60131,Illinois,USA,"263,600 sq.f.","263,600 sq.f.",,No data supplied by Digital Realty,,,https://www.datacentermap.com/usa/illinois/chicago/2425-2553-edgington-street-ord22/,,263600.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/cyrusone-chicago/,datacentermap,CyrusOne CHI5 - Lombard,,"CyrusOne Data Centers, 1850 Springers Drive, 60148 Lombard",Chicago,,Illinois,USA,"60,000 sq.f.","14,000 sq.f.",,9 MW,,"DSS, PCI Certified, ISO27001 Certified, HIPAA, FISMA Certified, SOC 1 Type II Certified, SSAE 18 Audited",https://www.datacentermap.com/usa/illinois/chicago/cyrusone-chicago/,9.0,60000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/cyrusone-chi2/,datacentermap,CyrusOne CHI2 - Aurora,CyrusOne Data Centers,2805 Diehl Rd.,Aurora,60502,Illinois,USA,"240,000 sq.f.","428,000 sq.f.",,58.4 MW,,Design Tier 3,https://www.datacentermap.com/usa/illinois/chicago/cyrusone-chi2/,58.4,428000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/ntt-ch1/,datacentermap,,,,,,,,,,,,,,https://www.datacentermap.com/usa/illinois/chicago/ntt-ch1/,,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/elk-grove-village/,datacentermap,Deft Elk Grove Village,Deft,2200 Busse Rd,Elk Grove Village,60007,Illinois,USA,"275,000 sq.f.","485,000 sq.f.",,36.4 MW,,"Tier Design Tier 3, DSS, PCI Compliant, ISO27001 Certified, SAS70 Type 2 Certified, LEED Silver, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/elk-grove-village/,36.4,485000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/t5-data-centers-t5chicago/,datacentermap,T5 Data Centers - T5@Chicago,T5 Data Centers,200 Innovation Dr,Elk Grove Village,60007,Illinois,USA,"100,000 sq.f.","164,000 sq.f.",,30 MW,Enterprise and Hyperscale,"DSS, PCI Compliant, ISO27001 Certified, HIPAA, FISMA Certified, SOC 1 Type I Certified, SOC 2 Type II Certified, HITECH, NIST 800-53 Certified",https://www.datacentermap.com/usa/illinois/chicago/t5-data-centers-t5chicago/,30.0,164000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/prime-chicago/,datacentermap,Prime Chicago Data Center Campus,Prime Data Centers,1701 Midway Ct,Elk Grove Village,60007,Illinois,USA,"957,999 sq.f.","592,854 sq.f.",,180 MW,,"Tier 3, ISO27001 Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/prime-chicago/,180.0,957999.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/717-s-wells-st/,datacentermap,Netrality - 717 S Wells,Netrality,717 S. Wells,Chicago,60607,Illinois,USA,,,,1.5mw,,"DSS, PCI Compliant, HIPAA, SOC 1 Type II Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/717-s-wells-st/,1.5,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/prime-chicago-b3/,datacentermap,Prime Chicago - Building 3,Prime Data Centers,1701 Midway Court,Elk Grove Village,60007,Illinois,USA,"279,360 sq.f.","177,843 sq.f.",,54 MW,Hyperscale,"Tier 3, ISO27001 Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/prime-chicago-b3/,54.0,279360.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/prime-chicago-b1/,datacentermap,Prime Chicago - Building 1,Prime Data Centers,"1500 E Higgins Rd, Elk Grove Village, IL 60007, USA",Elk Grove Village,60007,Illinois,USA,"242,052 sq.f.","384,210 sq.f.",,72 MW,Hyperscale,"Tier 3, ISO27001 Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/prime-chicago-b1/,72.0,384210.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/prime-chicago-b2/,datacentermap,Prime Chicago - Building 2,Prime Data Centers,1600 Oakton St,Elk Grove Village,60007,Illinois,USA,"177,843 sq.f.","279,360 sq.f.",,54 MW,Hyperscale,"ISO27001 Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/prime-chicago-b2/,54.0,279360.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/tierpoint-chicago/,datacentermap,TierPoint Chicago - Polk,TierPoint,601 W. Polk St.,Chicago,,Illinois,USA,"16,000 sq.f.","107,000 sq.f.",,2 x 2.25MW,,"DSS, PCI Certified, ISO27001 Certified, HIPAA, EU-US Privacy Shield Compliant, SOC 1 Type II Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/tierpoint-chicago/,2.25,107000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/sungard-711-n-edgewood/,datacentermap,Element Critical Chicago One,,711 N. Edgewood Ave.,Chicago,60191,Illinois,USA,"85,500 sq.f.","151,000 sq.f.",,7 MW,,"DSS, PCI Certified, ISO27001 Certified, HIPAA, SOC 1 Type II Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/sungard-711-n-edgewood/,7.0,151000.0
