unique_key,source,name,provider,streetaddress,city,zipcode,state,country,whitespace,area,yearbuilt,power,scale,certifications,url,power_standardized,area_standardized,full_address,latitude,longitude
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/aligned-6770-mink-st/,datacentermap,Aligned - 6770 Mink St,Aligned Data Centers,6770 Mink St SW,Pataskala,43062,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/aligned-6770-mink-st/,,,"6770 Mink St SW, Pataskala, OH, 43062, USA",39.99304295771786,-82.72940795081269
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/microsoft-129-n-high-st/,datacentermap,Microsoft - 129 N High St,Microsoft,129 N High St,Columbus,43025,OH,USA,,,2026,,,,https://www.datacentermap.com/usa/ohio/columbus/microsoft-129-n-high-st/,,,"129 N High St, Columbus, OH, 43025, USA",39.96525458932183,-83.00133698707585
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4636-cosgray/,datacentermap,Amazon AWS CMH - 4636 Cosgray,Amazon AWS,4636 Cosgray Rd,Columbus,43026,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4636-cosgray/,,,"4636 Cosgray Rd, Columbus, OH, 43026, USA",40.05966927234076,-83.18210857317108
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4624-cosgray/,datacentermap,Amazon AWS CMH - 4624 Cosgray,Amazon AWS,4624 Cosgray Rd,Columbus,43026,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4624-cosgray/,,,"4624 Cosgray Rd, Columbus, OH, 43026, USA",40.05966927234076,-83.18210857317108
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-5113-hayden/,datacentermap,Amazon AWS CMH - 5113 Hayden,Amazon AWS,5113 Hayden Run Rd,Columbus,43026,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-5113-hayden/,,,"5113 Hayden Run Rd, Columbus, OH, 43026, USA",40.05489281634503,-83.16680479973151
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2560-beech/,datacentermap,Amazon AWS CMH - 2560 Beech,Amazon AWS,2560 Beech Rd,Columbus,43031,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2560-beech/,,,"2560 Beech Rd, Columbus, OH, 43031, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4612-cosgray/,datacentermap,Amazon AWS CMH - 4612 Cosgray,Amazon AWS,4612 Cosgray Rd,Columbus,43026,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4612-cosgray/,,,"4612 Cosgray Rd, Columbus, OH, 43026, USA",40.05966927234076,-83.18210857317108
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6645-crosby/,datacentermap,Amazon AWS CMH - 6645 Crosby,Amazon AWS,6645 Crosby Court,Columbus,43016,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6645-crosby/,,,"6645 Crosby Court, Columbus, OH, 43016, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/qts-new-albany-3/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/qts-new-albany-3/,,,None,44.933143,7.540121
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/meta-new-albany-data-center/,datacentermap,Meta New Albany Data Center,Meta,1 Community Cir,Columbus,43062,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/meta-new-albany-data-center/,,,"1 Community Cir, Columbus, OH, 43062, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6655-crosby/,datacentermap,Amazon AWS CMH - 6655 Crosby,Amazon AWS,6655 Crosby Court,Columbus,43016,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6655-crosby/,,,"6655 Crosby Court, Columbus, OH, 43016, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/compass-new-albany/,datacentermap,Compass New Albany,Compass Datacenters,6625 New Albany Rd E,Columbus,43054,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/compass-new-albany/,,,"6625 New Albany Rd E, Columbus, OH, 43054, USA",40.094848202321046,-82.820326800241
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/lumen-columbus-2/,datacentermap,Lumen Columbus 2,Lumen,226 North Fifth Street,Columbus,43215,OH,USA,,,,20 kW,,,https://www.datacentermap.com/usa/ohio/columbus/lumen-columbus-2/,0.02,,"226 North Fifth Street, Columbus, OH, 43215, USA",39.9718218,-82.9957888
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/datacenter-101-llc/,datacentermap,Crown Castle Columbus (OH1),CROWN CASTLE,101 E. Town St.,Columbus,43215,OH,USA,"7,400 sq.f.","7,400 sq.f.",2007,,,,https://www.datacentermap.com/usa/ohio/columbus/datacenter-101-llc/,,7400.0,"101 E. Town St., Columbus, OH, 43215, USA",39.9589444,-82.9970352
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/level3-columbus1/,datacentermap,Lumen Columbus 1,Lumen,266 North 5th St,Columbus,43215,OH,USA,"15,400 sq. ft.","1,734 sq. ft.",,,,,https://www.datacentermap.com/usa/ohio/columbus/level3-columbus1/,,15400.0,"266 North 5th St, Columbus, OH, 43215, USA",39.9682759540334,-82.99581057082266
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/qts-new-albany-1-dc1/,datacentermap,QTS New Albany 1 DC1,QTS Data Centers,1225 Beech Rd SW,Columbus,43054,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/qts-new-albany-1-dc1/,,,"1225 Beech Rd SW, Columbus, OH, 43054, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/qts-new-albany-1-dc2/,datacentermap,QTS New Albany 1 DC2,QTS Data Centers,1275 Beech Rd SW,Columbus,43054,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/qts-new-albany-1-dc2/,,,"1275 Beech Rd SW, Columbus, OH, 43054, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2875-newton/,datacentermap,Amazon AWS CMH - 2875 Newton,Amazon AWS,2875 Newton Court,Columbus,43031,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2875-newton/,,,"2875 Newton Court, Columbus, OH, 43031, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2575-newton/,datacentermap,Amazon AWS CMH - 2575 Newton,Amazon AWS,2575 Newton Court,Columbus,43031,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2575-newton/,,,"2575 Newton Court, Columbus, OH, 43031, USA",,
Ohio_Columbus_https://www.datacentermap.com/usa/ohio/columbus/hostrunway-columbus/,datacentermap,Hostrunway Columbus,Hostrunway,"Hostrunway, 43004 Blacklick",Columbus,,OH,USA,,,,,,"Tier 4, ISO 27001, PCI DSS, HIPAA Compliant",https://www.datacentermap.com/usa/ohio/columbus/hostrunway-columbus/,,,"Hostrunway, 43004 Blacklick, Columbus, OH, None, USA",,
Ohio_Akron_https://www.datacentermap.com/usa/ohio/akron/medina387/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/akron/medina387/,,,None,44.933143,7.540121
Ohio_Akron_https://www.datacentermap.com/usa/ohio/akron/involta-akron/,datacentermap,Ark Data Centers Akron 1,Involta,191 E. Miller Ave,Akron,44301,OH,USA,"26,000+ sq.f.","26,000+ sq.f.",2016,1 MW,Enterprise,"Uptime Institute Tier III Certification of Design Documents, Tier III Certification of Constructed Facility, DSS, PCI Compliant, HIPAA, SOC 2 Type II Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/ohio/akron/involta-akron/,1.0,26000.0,"191 E. Miller Ave, Akron, OH, 44301, USA",41.05659869163418,-81.52222037070841
Ohio_Akron_https://www.datacentermap.com/usa/ohio/akron/fairlawngig-service-center/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/akron/fairlawngig-service-center/,,,None,44.933143,7.540121
Ohio_Akron_https://www.datacentermap.com/usa/ohio/akron/level3-akron2/,datacentermap,Lumen Akron 2,Lumen,110 South Alrington Street,Akron,44311,OH,USA,"12,000 sq ft","6,000 sq ft",,,,,https://www.datacentermap.com/usa/ohio/akron/level3-akron2/,,12000.0,"110 South Alrington Street, Akron, OH, 44311, USA",,
Ohio_Akron_https://www.datacentermap.com/usa/ohio/akron/cogent-data-center-akron/,datacentermap,Cogent Data Center - Akron,"Cogent Communications, Inc.",120 N Broadway St,Akron,44304,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/akron/cogent-data-center-akron/,,,"120 N Broadway St, Akron, OH, 44304, USA",41.085523974279525,-81.51398799727059
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/flexential-cincinnati/,datacentermap,Flexential Cincinnati Data Center,Flexential,5307 Muhlhauser Rd,Cincinnati,45011,OH,USA,"43,550 sq.f.","43,550 sq.f.",,3.8 MW,,"ISO27001 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/ohio/cincinnati/flexential-cincinnati/,3.8,43550.0,"5307 Muhlhauser Rd, Cincinnati, OH, 45011, USA",,
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-ohio-blue-ash/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-ohio-blue-ash/,,,None,44.933143,7.540121
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-ohio-hamilton/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-ohio-hamilton/,,,None,44.933143,7.540121
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/h5-cincinnati-ii/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/h5-cincinnati-ii/,,,None,44.933143,7.540121
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-ohio-mason/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-ohio-mason/,,,None,44.933143,7.540121
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/h5dc-cincinnati/,datacentermap,H5 Data Centers Cincinnati,H5 Data Centers,360 Gest Street,Cincinnati,45203,OH,USA,"80,000 sq.f.","80,000 sq.f.",,,,"ISO27001 Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/ohio/cincinnati/h5dc-cincinnati/,,80000.0,"360 Gest Street, Cincinnati, OH, 45203, USA",39.098155818181816,-84.52610206060606
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-cincinnati/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-cincinnati/,,,None,44.933143,7.540121
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/centergrid-hamilton/,datacentermap,CenterGrid - Hamilton,CenterGrid,101 Knightsbridge Dr,Hamilton,45011,OH,USA,"7,500 sq.f.","7,500 sq.f.",2013,2 MW,,"Tier 3, DSS, PCI Compliant, SAS70 Type 2 Certified, HIPAA Security",https://www.datacentermap.com/usa/ohio/cincinnati/centergrid-hamilton/,2.0,7500.0,"101 Knightsbridge Dr, Hamilton, OH, 45011, USA",39.387063,-84.566103
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/profitabilitynet/,datacentermap,DartPoints Cincinnati,DartPoints,302 West Third Street,Cincinnati,45202,OH,USA,"13,408 sq.f.","13,408 sq.f.",2012,,,,https://www.datacentermap.com/usa/ohio/cincinnati/profitabilitynet/,,13408.0,"302 West Third Street, Cincinnati, OH, 45202, USA",39.0982618,-84.51760717658195
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/east-cincinnati-ivy-pointe/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/east-cincinnati-ivy-pointe/,,,None,44.933143,7.540121
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-cincinnati-gold-coast/,datacentermap,CyrusOne Cincinnati (Gold Coast),CyrusOne Data Centers,11500 Goldcoast Drive,Cincinnati,45249,OH,USA,,,,,,"DSS, PCI Compliant, SAS70 Type 2 Certified, LEED Silver",https://www.datacentermap.com/usa/ohio/cincinnati/cyrusone-cincinnati-gold-coast/,,,"11500 Goldcoast Drive, Cincinnati, OH, 45249, USA",,
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/encore-technologies-nor1/,datacentermap,Encore Technologies NOR1,Encore Technologies,4620 Wesley Ave,Cincinnati,45212,OH,USA,,,,,,"SOC 2 certified, PCI, HIPAA",https://www.datacentermap.com/usa/ohio/cincinnati/encore-technologies-nor1/,,,"4620 Wesley Ave, Cincinnati, OH, 45212, USA",39.107384256366245,-84.52450639492413
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/encore-technologies-blu1/,datacentermap,Encore Technologies BLU1,Encore Technologies,11515 Grooms Rd,Cincinnati,45242,OH,USA,,,,,,"SOC 2 certified, PCI, HIPAA",https://www.datacentermap.com/usa/ohio/cincinnati/encore-technologies-blu1/,,,"11515 Grooms Rd, Cincinnati, OH, 45242, USA",,
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/hot-site-data-center/,datacentermap,I74 Wired Data Center,,I74 Wired 2300 Montana Ave,Cincinnati,45211,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/hot-site-data-center/,,,"I74 Wired 2300 Montana Ave, Cincinnati, OH, 45211, USA",,
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/zcolo-334-gest-st/,datacentermap,DataBank - 334 Gest St,Zayo Group,334 Gest St,Cincinnati,45203,OH,USA,,,2020,,,,https://www.datacentermap.com/usa/ohio/cincinnati/zcolo-334-gest-st/,,,"334 Gest St, Cincinnati, OH, 45203, USA",39.09797736363636,-84.52612543434343
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/level3-cincinnati3/,datacentermap,Lumen Cincinnati 3,Lumen,1428 W. 8th St,Cincinnati,45203,OH,USA,"50,000 sq. ft.","5,129 sq. ft.",,,,,https://www.datacentermap.com/usa/ohio/cincinnati/level3-cincinnati3/,,50000.0,"1428 W. 8th St, Cincinnati, OH, 45203, USA",39.104655440677966,-84.5440973220339
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/level3-cincinnati/,datacentermap,Lumen Cincinnati 1,Lumen,400 Pike Street,Cincinnati,45202,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/level3-cincinnati/,,,"400 Pike Street, Cincinnati, OH, 45202, USA",39.10190185567011,-84.50318334020618
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/twtc-cincinnati/,datacentermap,Lumen Cincinnati 2,Lumen,9490 Meridian Way,Cincinnati,45069,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/cincinnati/twtc-cincinnati/,,,"9490 Meridian Way, Cincinnati, OH, 45069, USA",,
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cbts-hamilton-data-center/,datacentermap,CBTS Hamilton Data Center,CBTS,123 Pine St,Hamilton,45011,OH,USA,,,1930,100% redundancy capabilities throughout power delivery system,,"SAS 70 Type II, HIPAA Compliance",https://www.datacentermap.com/usa/ohio/cincinnati/cbts-hamilton-data-center/,,,"123 Pine St, Hamilton, OH, 45011, USA",39.405774745545976,-84.54408705793769
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cbts-cincinnati-data-center/,datacentermap,CBTS Cincinnati Data Center,CBTS,1 Main St.,Cincinnati,45202,OH,USA,,,1930,100% redundancy capabilities throughout power delivery system,,"SAS 70 Type II, HIPAA Compliance",https://www.datacentermap.com/usa/ohio/cincinnati/cbts-cincinnati-data-center/,,,"1 Main St., Cincinnati, OH, 45202, USA",39.1092485579225,-84.51166668480636
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cbts-gold-coast-data-center/,datacentermap,CBTS Gold Coast Data Center,CBTS,55 Miners Way,Cincinnati,45249,OH,USA,,,1930,100% redundancy capabilities throughout power delivery system,,"SAS 70 Type II, HIPAA Compliance",https://www.datacentermap.com/usa/ohio/cincinnati/cbts-gold-coast-data-center/,,,"55 Miners Way, Cincinnati, OH, 45249, USA",,
Ohio_Cincinnati_https://www.datacentermap.com/usa/ohio/cincinnati/cbts-lebanon-data-center/,datacentermap,CBTS Lebanon Data Center,CBTS,4433 Tree Top Way,Lebanon,45036,OH,USA,,,1930,100% redundancy capabilities throughout power delivery system,,"Annual SAS 70 Type II audit, HIPAA Compliance audit every three years",https://www.datacentermap.com/usa/ohio/cincinnati/cbts-lebanon-data-center/,,,"4433 Tree Top Way, Lebanon, OH, 45036, USA",,
Ohio_Toledo_https://www.datacentermap.com/usa/ohio/toledo/telesystem-i/,datacentermap,Telesystem DC-1,"Buckeye Telesystem, Inc",4818 Angola Road,Toledo,43615,OH,USA,"No data supplied by Buckeye Telesystem, Inc","No data supplied by Buckeye Telesystem, Inc",2012,"No data supplied by Buckeye Telesystem, Inc",Purpose-built,"Tier 3, SAS70 Type 1 Certified, HIPAA, SOC 2 Type II Certified",https://www.datacentermap.com/usa/ohio/toledo/telesystem-i/,,,"4818 Angola Road, Toledo, OH, 43615, USA",41.6256164,-83.65554924550793
Ohio_Toledo_https://www.datacentermap.com/usa/ohio/toledo/cisp/,datacentermap,CISP Data Center,,CISP 3035 Moffat Rd,Toledo,43615,OH,USA,"42,100 sq.f.",,,,,,https://www.datacentermap.com/usa/ohio/toledo/cisp/,,42100.0,"CISP 3035 Moffat Rd, Toledo, OH, 43615, USA",,
Ohio_Youngstown_https://www.datacentermap.com/usa/ohio/youngstown/involta-youngstown/,datacentermap,Ark Data Centers Youngstown,Involta,1343 Belmont Ave,Youngstown,44504,OH,USA,,"26,000+ square foot",,,,,https://www.datacentermap.com/usa/ohio/youngstown/involta-youngstown/,,26000.0,"1343 Belmont Ave, Youngstown, OH, 44504, USA",41.11809258064516,-80.65729267741935
Ohio_Canton_https://www.datacentermap.com/usa/ohio/canton/securedata-365/,datacentermap,Ark Data Centers Canton,SecureData 365,4726 Hills and Dales Rd. NW,Canton,44708-1512,OH,USA,"5,600 sq.f.","5,600 sq.f.",,1.5 MW,,"DSS, PCI Compliant, HIPAA, SOC 2 Type II Certified",https://www.datacentermap.com/usa/ohio/canton/securedata-365/,1.5,5600.0,"4726 Hills and Dales Rd. NW, Canton, OH, 44708-1512, USA",,
Ohio_Canton_https://www.datacentermap.com/usa/ohio/canton/untangled-technology/,datacentermap,Untangled Technology Data Center,,401 Tuscarawas St W,Canton,44702,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/canton/untangled-technology/,,,"401 Tuscarawas St W, Canton, OH, 44702, USA",40.7991,-81.377562
Ohio_Springfield_https://www.datacentermap.com/usa/ohio/springfield-oh/lexisnexis-springfield/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/ohio/springfield-oh/lexisnexis-springfield/,,,None,44.933143,7.540121
Ohio_Lebanon_https://www.datacentermap.com/usa/ohio/lebanon/cyrusone-cincinnati-lebanon/,datacentermap,CyrusOne CIN5 - Lebanon,CyrusOne Data Centers,401 Kingsview Drive,Lebanon,45036,OH,USA,"95,000 sq.f.","228,000 sq.f.",,14 MW,,"DSS PCI Compliant, ISO27001 Certified, SAS70 Type 2 Certified, LEED Silver, HIPAA, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SSAE 18 Audited",https://www.datacentermap.com/usa/ohio/lebanon/cyrusone-cincinnati-lebanon/,14.0,228000.0,"401 Kingsview Drive, Lebanon, OH, 45036, USA",39.39004085714286,-84.21535134693877
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/iron-mountain-ohs-1/,datacentermap,Iron Mountain Data Centers OHS-1,Iron Mountain,3366 S. Tech Blvd.,Dayton,45342,OH,USA,"44,000 sq.f.","44,000 sq.f.",,1.4 MW,,"DSS, PCI Certified, ISO27001 Certified, HIPAA, ISO9001 Certified, ISO14001 Certified, ISO22301 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 1 Certified, NIST 800-53 Certified",https://www.datacentermap.com/usa/ohio/dayton/iron-mountain-ohs-1/,1.4,44000.0,"3366 S. Tech Blvd., Dayton, OH, 45342, USA",,
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/encore-technologies-msb1/,datacentermap,Encore Technologies MSB1,Encore Technologies,9333 N Springboro Pike,Miamisburg,45342,OH,USA,,,,,,"SOC 2 certified, PCI, HIPAA",https://www.datacentermap.com/usa/ohio/dayton/encore-technologies-msb1/,,,"9333 N Springboro Pike, Miamisburg, OH, 45342, USA",39.616517099999996,-84.2291424891066
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/lumen-dayton-2/,datacentermap,Lumen Dayton 2,Lumen,130 W 2nd St,Dayton,45402,OH,USA,,,,20 kW,,,https://www.datacentermap.com/usa/ohio/dayton/lumen-dayton-2/,0.02,,"130 W 2nd St, Dayton, OH, 45402, USA",39.7602255,-84.1953733
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/level3-dayton1/,datacentermap,Lumen Dayton 1,Lumen,600 S Broadway Street,Dayton,45408,OH,USA,"4,685 sq. ft.","1,280 sq. ft.",,,,,https://www.datacentermap.com/usa/ohio/dayton/level3-dayton1/,,4685.0,"600 S Broadway Street, Dayton, OH, 45408, USA",39.745881,-84.21455
Ohio_Dayton_https://www.datacentermap.com/usa/ohio/dayton/twtc-dayton/,datacentermap,Lumen Dayton 3,Lumen,1 S Main St,Dayton,45402,OH,USA,,,,,,,https://www.datacentermap.com/usa/ohio/dayton/twtc-dayton/,,,"1 S Main St, Dayton, OH, 45402, USA",39.759172050000004,-84.1922458
Ohio_Akron Canton_https://www.datacentermap.com/usa/ohio/akron-canton/the-karcher-group/,datacentermap,TKG Data Center,,"The Karcher Group, 5590 Lauby Rd",Akron Canton,44720,OH,USA,,,2006,Up to 3 phase available,,,https://www.datacentermap.com/usa/ohio/akron-canton/the-karcher-group/,,,"The Karcher Group, 5590 Lauby Rd, Akron Canton, OH, 44720, USA",,
Ohio_Akron Canton_https://www.datacentermap.com/usa/ohio/akron-canton/cbts-mason-data-center/,datacentermap,CBTS Mason Data Center,CBTS,784 Forrest Hill St.,Mason,45040,OH,USA,,,1930,100% redundancy capabilities throughout power delivery system,,"Annual SAS 70 Type II audit, HIPAA Compliance audit",https://www.datacentermap.com/usa/ohio/akron-canton/cbts-mason-data-center/,,,"784 Forrest Hill St., Mason, OH, 45040, USA",,
Ohio_Hannibal_https://www.datacentermap.com/usa/ohio/hannibal/hannibal-gap-data-center/,datacentermap,DP Facilities - Hannibal Gap Data Center,DP Facilities,43840 State Route 7,Hannibal,43931,OH,USA,,,,485MW,"Cloud, Hyperscale, Enterprise",,https://www.datacentermap.com/usa/ohio/hannibal/hannibal-gap-data-center/,,,"43840 State Route 7, Hannibal, OH, 43931, USA",39.65890253858649,-80.86981088328757
Ohio_Lima OH_https://www.datacentermap.com/usa/ohio/lima-oh/microtronix-datacenter/,datacentermap,Microtronix Datacenter,"Microtronix ESolutions, LLC",349 Wayne St,Lima OH,45876,OH,USA,,,2001,,,,https://www.datacentermap.com/usa/ohio/lima-oh/microtronix-datacenter/,,,"349 Wayne St, Lima OH, OH, 45876, USA",40.74394202040816,-84.10914995918368
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/350-east-cermark-road/,datacentermap,350 East Cermak Road (ORD10),Digital Realty,350 East Cermak Road,Chicago,60616,IL,USA,"206,100 sq.f.","1,133,000 sq.f.",1924,19.5 MW,,"Tier 3, DSS, PCI Certified, ISO27001 Certified, LEED, HIPAA, SOC 2 Type II Certified, SOC 3 Type 2 Certified, NIST 800-53",https://www.datacentermap.com/usa/illinois/chicago/350-east-cermark-road/,19.5,,"350 East Cermak Road, Chicago, IL, 60616, USA",41.85375365,-87.6183797609595
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/600-780-south-federal/,datacentermap,600 S. Federal St. (ORD11),Digital Realty,600 South Federal Street,Chicago,,IL,USA,"162,000 sq.f.","13,600 sq.f.",1910,2.4 MW,,"Tier 3, DSS PCI Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/600-780-south-federal/,2.4,162000.0,"600 South Federal Street, Chicago, IL, None, USA",,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/evoque-chi1/,datacentermap,,,nan,nan,,Nan,nan,,,,,,,https://www.datacentermap.com/usa/illinois/chicago/evoque-chi1/,,,None,44.933143,7.540121
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/2200-busse-road/,datacentermap,2200 Busse Road (CH1),Digital Realty,2200 Busse Road,Elk Grove Village,60007,IL,USA,"262,900 sq.f.","485,000 sq.f.",2007,36.4 MW,,"DSS PCI Certified, ISO27001 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/2200-busse-road/,36.4,485000.0,"2200 Busse Road, Elk Grove Village, IL, 60007, USA",41.997388307410866,-87.95951070120236
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/iron-mountain-chi-1/,datacentermap,Iron Mountain Data Centers CHI-1,Iron Mountain Data Centers,1680 Touhy Avenue,Des Plaines,60018,IL,USA,"315,000 sq.f.",,2024,36 MW,Multi-tenant (data centers only),BREEAM Certificaton,https://www.datacentermap.com/usa/illinois/chicago/iron-mountain-chi-1/,36.0,315000.0,"1680 Touhy Avenue, Des Plaines, IL, 60018, USA",42.00982165758872,-87.88233799320439
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/chicago-i/,datacentermap,Stream DC Chicago I,Stream Data Centers,2080 Lunt Avenue,Chicago,60007,IL,USA,"126,689 sq.f.","70,000 sq.f.",,15 MW,Hyperscale,"ISO/IEC 27001, PCI DSS, HIPAA, SSAE 18 (SOC 1 Type II)",https://www.datacentermap.com/usa/illinois/chicago/chicago-i/,15.0,126689.0,"2080 Lunt Avenue, Chicago, IL, 60007, USA",42.0091787,-87.68332102096588
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/9377-grand-avenue/,datacentermap,9333 Grand Avenue (ORD12),Digital Realty,9333 Grand Avenue,Franklin Park,60131,IL,USA,"56,700 sq.f.","124,700 sq.f.",1991,6.7 MW,,"DSS PCI Certified, ISO27001 Certified, LEED, ISO9001 Certified, ISO14001 Certified, SOC 1 Type II Certified, SOC 2 Type II Certified, SOC 3 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/9377-grand-avenue/,6.7,124700.0,"9333 Grand Avenue, Franklin Park, IL, 60131, USA",,
